<<<<<<< HEAD
BlackBox ; 
copilot ; 0.056701660156250000, 0.041290283203125000, 0.006027221679687500,  ,  1.658 
copilot ; 0.025588989257812500, 0.016906738281250000, 0.004058837890625000,  ,  1.129 
copilot ; 0.026565551757812500, 0.017242431640625000, 0.004211425781250000,  ,  1.339 
copilot ; 0.058792114257812500, 0.040191650390625000, 0.008163452148437500,  ,  1.309 
copilot ; 0.028656005859375000, 0.019744873046875000, 0.004058837890625000,  ,  1.171 
copilot ; 0.028900146484375000, 0.019104003906250000, 0.005157470703125000,  ,  1.126 
copilot ; 0.025299072265625000, 0.015792846679687500, 0.005325317382812500,  ,  0.981 
copilot ; 0.025283813476562500, 0.016311645507812500, 0.004455566406250000,  ,  0.948 
copilot ; 0.026596069335937500, 0.019607543945312500, 0.002563476562500000,  ,  1.126 
copilot ; 0.020996093750000000, 0.017166137695312500, 0.000091552734375000,  ,  0.932 
copilot ; 0.025573730468750000, 0.018218994140625000, 0.002822875976562500,  ,  1.218 
copilot ; 0.058654785156250000, 0.041412353515625000, 0.007324218750000000,  ,  1.501 
copilot ; 0.025909423828125000, 0.021514892578125000, 0.000091552734375000,  ,  1.489 
copilot ; 0.059280395507812500, 0.041748046875000000, 0.007598876953125000,  ,  1.653 
copilot ; 0.027954101562500000, 0.018478393554687500, 0.004150390625000000,  ,  1.217 
copilot ; 0.026123046875000000, 0.016784667968750000, 0.004348754882812500,  ,  1.051 
copilot ; 0.024719238281250000, 0.015899658203125000, 0.003982543945312500,  ,  0.947 
copilot ; 0.026580810546875000, 0.017898559570312500, 0.004058837890625000,  ,  1.152 
copilot ; 0.027175903320312500, 0.017745971679687500, 0.005020141601562500,  ,  1.029 
copilot ; 0.025299072265625000, 0.015899658203125000, 0.005279541015625000,  ,  0.935 
copilot ; 0.024765014648437500, 0.016036987304687500, 0.004394531250000000,  ,  1.002 
copilot ; 0.022857666015625000, 0.015747070312500000, 0.002975463867187500,  ,  0.838 
copilot ; 0.019287109375000000, 0.015823364257812500, 0.000091552734375000,  ,  0.8 
copilot ; 0.020690917968750000, 0.017105102539062500, 0.000091552734375000,  ,  0.865 
copilot ; 0.023651123046875000, 0.019653320312500000, 0.000091552734375000,  ,  1.047 
copilot ; 0.024887084960937500, 0.018844604492187500, 0.001815795898437500,  ,  1.027 
copilot ; 0.029754638671875000, 0.020111083984375000, 0.004333496093750000,  ,  1.554 
copilot ; 0.058044433593750000, 0.044845581054687500, 0.003845214843750000,  ,  1.487 
copilot ; 0.028717041015625000, 0.021774291992187500, 0.002548217773437500,  ,  1.713 
copilot ; 0.063796997070312500, 0.044616699218750000, 0.008758544921875000,  ,  1.787 
copilot ; 0.064437866210937500, 0.045364379882812500, 0.008316040039062500,  ,  1.838 
copilot ; 0.030975341796875000, 0.022369384765625000, 0.003860473632812500,  ,  1.321 
copilot ; 0.063812255859375000, 0.044631958007812500, 0.010116577148437500,  ,  1.242 
copilot ; 0.030914306640625000, 0.021652221679687500, 0.004714965820312500,  ,  1.117 
copilot ; 0.028549194335937500, 0.020126342773437500, 0.003967285156250000,  ,  1.049 
copilot ; 0.027420043945312500, 0.022552490234375000, 0.000671386718750000,  ,  1.167 
copilot ; 0.025207519531250000, 0.021331787109375000, 0.000091552734375000,  ,  0.931 
copilot ; 0.026672363281250000, 0.022003173828125000, 0.000717163085937500,  ,  1.145 
copilot ; 0.089950561523437500, 0.067489624023437500, 0.007934570312500000,  ,  3.258 
copilot ; 0.055465698242187500, 0.045242309570312500, 0.002120971679687500,  ,  1.587 
copilot ; 0.026565551757812500, 0.022308349609375000, 0.000091552734375000,  ,  1.241 
copilot ; 0.027328491210937500, 0.023208618164062500, 0.000091552734375000,  ,  1.286 
copilot ; 0.054611206054687500, 0.045471191406250000, 0.000854492187500000,  ,  1.649 
copilot ; 0.060195922851562500, 0.045074462890625000, 0.006134033203125000,  ,  1.564 
copilot ; 0.033142089843750000, 0.023330688476562500, 0.004272460937500000,  ,  1.627 
copilot ; 0.063201904296875000, 0.044067382812500000, 0.008270263671875000,  ,  1.678 
copilot ; 0.030670166015625000, 0.021530151367187500, 0.003967285156250000,  ,  1.547 
copilot ; 0.062866210937500000, 0.043655395507812500, 0.009704589843750000,  ,  1.168 
copilot ; 0.029861450195312500, 0.020553588867187500, 0.004943847656250000,  ,  1.333 
copilot ; 0.061584472656250000, 0.042800903320312500, 0.008239746093750000,  ,  1.778 
copilot ; 0.030349731445312500, 0.020904541015625000, 0.004135131835937500,  ,  1.703 
copilot ; 0.063385009765625000, 0.044586181640625000, 0.008834838867187500,  ,  1.732 
copilot ; 0.062103271484375000, 0.042678833007812500, 0.008422851562500000,  ,  1.817 
copilot ; 0.031250000000000000, 0.021240234375000000, 0.004364013671875000,  ,  1.27 
copilot ; 0.059936523437500000, 0.041397094726562500, 0.009048461914062500,  ,  1.458 
copilot ; 0.032119750976562500, 0.021331787109375000, 0.006011962890625000,  ,  1.11 
copilot ; 0.030258178710937500, 0.020706176757812500, 0.004913330078125000,  ,  1.081 
copilot ; 0.029357910156250000, 0.020874023437500000, 0.003921508789062500,  ,  0.985 
copilot ; 0.025177001953125000, 0.021118164062500000, 0.000091552734375000,  ,  1.146 
copilot ; 0.026504516601562500, 0.022262573242187500, 0.000091552734375000,  ,  1.001 
copilot ; 0.026199340820312500, 0.019348144531250000, 0.002395629882812500,  ,  1.34 
copilot ; 0.059921264648437500, 0.041702270507812500, 0.007888793945312500,  ,  1.386 
copilot ; 0.025894165039062500, 0.021652221679687500, 0.000091552734375000,  ,  1.393 
copilot ; 0.058532714843750000, 0.040588378906250000, 0.008087158203125000,  ,  1.723 
copilot ; 0.028411865234375000, 0.018280029296875000, 0.004638671875000000,  ,  1.296 
copilot ; 0.024993896484375000, 0.015350341796875000, 0.004653930664062500,  ,  1.043 
copilot ; 0.025833129882812500, 0.016586303710937500, 0.004302978515625000,  ,  0.925 
copilot ; 0.026473999023437500, 0.017562866210937500, 0.004333496093750000,  ,  1.222 
copilot ; 0.026321411132812500, 0.016189575195312500, 0.005752563476562500,  ,  0.936 
copilot ; 0.026123046875000000, 0.016204833984375000, 0.005691528320312500,  ,  1.017 
copilot ; gemini ; 0.024185180664062500, 0.015548706054687500, 0.004226684570312500,  ,  0.943 
gemini ; 0.022125244140625000, 0.015563964843750000, 0.002609252929687500,  ,  0.782 
gemini ; 0.024841308593750000, 0.019622802734375000, 0.001235961914062500,  ,  0.873 
gemini ; 0.025604248046875000, 0.016281127929687500, 0.004364013671875000,  ,  1.183 
gemini ; 0.028015136718750000, 0.019271850585937500, 0.004104614257812500,  ,  0.969 
gemini ; 0.022888183593750000, 0.018997192382812500, 0.000091552734375000,  ,  1.024 
gemini ; 0.024032592773437500, 0.020004272460937500, 0.000091552734375000,  ,  1.05 
gemini ; 0.025878906250000000, 0.021591186523437500, 0.000091552734375000,  ,  1.365 
gemini ; 0.054382324218750000, 0.042602539062500000, 0.003219604492187500,  ,  1.597 
gemini ; 0.029174804687500000, 0.019577026367187500, 0.004409790039062500,  ,  1.339 
gemini ; 0.029373168945312500, 0.019470214843750000, 0.004455566406250000,  ,  1.086 
gemini ; 0.027282714843750000, 0.018035888671875000, 0.004180908203125000,  ,  1.071 
gemini ; 0.025482177734375000, 0.016662597656250000, 0.003952026367187500,  ,  0.813 
gemini ; 0.024291992187500000, 0.015960693359375000, 0.004058837890625000,  ,  0.839 
gemini ; 0.025405883789062500, 0.016036987304687500, 0.005233764648437500,  ,  0.765 
gemini ; 0.030059814453125000, 0.020126342773437500, 0.005355834960937500,  ,  0.949 
gemini ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.917 
gemini ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.836 
gemini ; 0.023834228515625000, 0.016967773437500000, 0.002700805664062500,  ,  0.873 
gemini ; 0.026443481445312500, 0.018234252929687500, 0.003417968750000000,  ,  0.853 
gemini ; 0.027587890625000000, 0.018280029296875000, 0.004226684570312500,  ,  1.237 
gemini ; 0.027755737304687500, 0.021286010742187500, 0.002029418945312500,  ,  1.167 
gemini ; 0.054916381835937500, 0.042572021484375000, 0.003707885742187500,  ,  1.304 
gemini ; 0.029953002929687500, 0.020248413085937500, 0.004455566406250000,  ,  1.414 
gemini ; 0.029953002929687500, 0.020050048828125000, 0.004318237304687500,  ,  0.996 
gemini ; 0.024993896484375000, 0.015899658203125000, 0.004318237304687500,  ,  0.85 
gemini ; 0.026809692382812500, 0.018005371093750000, 0.003906250000000000,  ,  1.035 
gemini ; 0.026794433593750000, 0.018203735351562500, 0.004043579101562500,  ,  0.905 
gemini ; 0.025939941406250000, 0.016494750976562500, 0.005218505859375000,  ,  0.792 
gemini ; 0.025283813476562500, 0.015945434570312500, 0.005294799804687500,  ,  0.829 
gemini ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.817 
gemini ; 0.025253295898437500, 0.016738891601562500, 0.004226684570312500,  ,  0.802 
gemini ; 0.024215698242187500, 0.017242431640625000, 0.002807617187500000,  ,  0.94 
gemini ; 0.022445678710937500, 0.018112182617187500, 0.000640869140625000,  ,  0.72 
gemini ; 0.020355224609375000, 0.016326904296875000, 0.000671386718750000,  ,  0.716 
gemini ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.702 
gemini ; 0.021224975585937500, 0.017303466796875000, 0.000656127929687500,  ,  0.764 
gemini ; 0.026473999023437500, 0.019851684570312500, 0.002227783203125000,  ,  1.312 
gemini ; 0.060485839843750000, 0.042526245117187500, 0.007568359375000000,  ,  1.356 
gemini ; 0.026687622070312500, 0.021652221679687500, 0.000747680664062500,  ,  1.298 
gemini ; 0.060028076171875000, 0.041168212890625000, 0.008621215820312500,  ,  1.564 
gemini ; 0.028244018554687500, 0.018844604492187500, 0.004150390625000000,  ,  1.385 
gemini ; 0.024856567382812500, 0.015716552734375000, 0.004211425781250000,  ,  0.924 
gemini ; 0.027191162109375000, 0.018142700195312500, 0.004150390625000000,  ,  1.282 
gemini ; 0.025817871093750000, 0.016921997070312500, 0.004272460937500000,  ,  0.875 
gemini ; 0.023864746093750000, 0.014572143554687500, 0.005279541015625000,  ,  0.825 
gemini ; 0.025207519531250000, 0.015930175781250000, 0.005187988281250000,  ,  0.794 
gemini ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.825 
gemini ; 0.025466918945312500, 0.016983032226562500, 0.004104614257812500,  ,  1.006 
gemini ; 0.021408081054687500, 0.016189575195312500, 0.001495361328125000,  ,  0.923 
gemini ; 0.023727416992187500, 0.019287109375000000, 0.000656127929687500,  ,  0.728 
gemini ; 0.019485473632812500, 0.015609741210937500, 0.000640869140625000,  ,  0.666 
gemini ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.724 
gemini ; 0.049530029296875000, 0.018569946289062500, 0.003417968750000000,  ,  1.416 
gemini ; 0.030593872070312500, 0.042755126953125000, 0.006362915039062500,  ,  1.827 
gemini ; 0.028427124023437500, 0.020446777343750000, 0.003479003906250000,  ,  1.578 
gemini ; 0.060272216796875000, 0.040573120117187500, 0.008773803710937500,  ,  1.346 
gemini ; 0.025405883789062500, 0.016189575195312500, 0.004333496093750000,  ,  0.927 
gemini ; 0.028305053710937500, 0.019378662109375000, 0.003921508789062500,  ,  1.279 
gemini ; 0.029495239257812500, 0.020416259765625000, 0.004043579101562500,  ,  1.102 
gemini ; 0.029891967773437500, 0.020080566406250000, 0.005279541015625000,  ,  1.083 
gemini ; 0.025390625000000000, 0.015945434570312500, 0.005294799804687500,  ,  0.854 
gemini ; 0.024795532226562500, 0.016128540039062500, 0.004302978515625000,  ,  0.855 
gemini ; 0.022598266601562500, 0.016189575195312500, 0.002517700195312500,  ,  0.764 
gemini ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.868 
gemini ; 0.024215698242187500, 0.019714355468750000, 0.000656127929687500,  ,  0.71 
gemini ; 0.019714355468750000, 0.015747070312500000, 0.000640869140625000,  ,  0.662 
gemini ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.667 
gemini ; 0.020721435546875000, 0.016708374023437500, 0.000640869140625000,  ,  0.829 
gemini ; 0.025161743164062500, 0.019561767578125000, 0.001480102539062500,  ,  0.901 
gemini ; 0.026718139648437500, 0.017440795898437500, 0.004226684570312500,  ,  1.004 
gemini ; 0.029129028320312500, 0.021514892578125000, 0.002624511718750000,  ,  1.178 
gemini ; 0.027114868164062500, 0.021224975585937500, 0.001617431640625000,  ,  1.003 
gemini ; 0.055236816406250000, 0.042053222656250000, 0.004196166992187500,  ,  1.532 
gemini ; 0.029541015625000000, 0.019973754882812500, 0.004455566406250000,  ,  1.083 
gemini ; 0.028442382812500000, 0.018936157226562500, 0.004318237304687500,  ,  1.141 
gemini ; 0.027069091796875000, 0.017669677734375000, 0.004241943359375000,  ,  0.895 
gemini ; 0.024444580078125000, 0.015792846679687500, 0.003921508789062500,  ,  0.816 
gemini ; 0.025588989257812500, 0.016860961914062500, 0.004226684570312500,  ,  0.811 
gemini ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.782 
gemini ; 0.024520874023437500, 0.015472412109375000, 0.005187988281250000,  ,  0.901 
gemini ; 0.026535034179687500, 0.016815185546875000, 0.005416870117187500,  ,  1.129 
gemini ; 0.027099609375000000, 0.018218994140625000, 0.004211425781250000,  ,  0.856 
gemini ; 0.022247314453125000, 0.015747070312500000, 0.002502441406250000,  ,  0.756 
gemini ; 0.019729614257812500, 0.015777587890625000, 0.000640869140625000,  ,  0.762 
gemini ; 0.000000000000000000, 0.017379760742187500, 0.000656127929687500,  ,  0.741 
gemini ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.814 
gemini ; 0.054916381835937500, 0.037979125976562500, 0.007110595703125000,  ,  1.877 
gemini ; 0.029220581054687500, 0.043518066406250000, 0.003250122070312500,  ,  1.342 
gemini ; 0.026855468750000000, 0.020248413085937500, 0.002227783203125000,  ,  1.6 
gemini ; 0.060592651367187500, 0.040802001953125000, 0.008972167968750000,  ,  1.439 
gemini ; 0.029129028320312500, 0.019714355468750000, 0.004165649414062500,  ,  1.139 
gemini ; 0.025650024414062500, 0.016525268554687500, 0.004074096679687500,  ,  0.931 
gemini ; 0.000000000000000000, 0.016448974609375000, 0.003967285156250000,  ,  0.851 
gemini ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.837 
gemini ; 0.026092529296875000, 0.016769409179687500, 0.005004882812500000,  ,  1.065 
gemini ; 0.056015014648437500, 0.037063598632812500, 0.009918212890625000,  ,  1.232 
gemini ; 0.023574829101562500, 0.015823364257812500, 0.003433227539062500,  ,  0.913 
gemini ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.774 
gemini ; 0.019271850585937500, 0.015182495117187500, 0.000656127929687500,  ,  0.729 
gemini ; 0.021575927734375000, 0.017440795898437500, 0.000656127929687500,  ,  0.895 
gemini ; 0.025909423828125000, 0.017669677734375000, 0.003479003906250000,  ,  0.883 
gemini ; 0.027603149414062500, 0.018203735351562500, 0.004272460937500000,  ,  1.389 
gemini ; 0.053741455078125000, 0.042648315429687500, 0.002532958984375000,  ,  1.396 
gemini ; 0.026992797851562500, 0.022033691406250000, 0.000656127929687500,  ,  1.306 
gemini ; 0.027847290039062500, 0.020660400390625000, 0.002792358398437500,  ,  1.242 
gemini ; 0.029479980468750000, 0.020065307617187500, 0.004425048828125000,  ,  1.121 
gemini ; 0.030334472656250000, 0.020584106445312500, 0.004302978515625000,  ,  1.229 
gemini ; 0.028747558593750000, 0.000000000000000000, 0.000000000000000000,  ,  0.983 
gemini ; 0.060760498046875000, 0.022521972656250000, 0.004058837890625000,  ,  1.195 
gemini ; 0.029708862304687500, 0.020080566406250000, 0.004867553710937500,  ,  1.171 
gemini ; 0.030944824218750000, 0.020767211914062500, 0.005310058593750000,  ,  1.412 
gemini ; 0.029159545898437500, 0.019851684570312500, 0.004455566406250000,  ,  1.134 
gemini ; 0.025360107421875000, 0.016723632812500000, 0.004089355468750000,  ,  0.993 
gemini ; 0.025695800781250000, 0.019912719726562500, 0.001678466796875000,  ,  0.797 
gemini ; 0.019638061523437500, 0.015625000000000000, 0.000640869140625000,  ,  0.759 
gemini ; 0.023925781250000000, 0.019165039062500000, 0.000930786132812500,  ,  1.226 
gemini ; 0.060729980468750000, 0.042373657226562500, 0.007629394531250000,  ,  1.472 
gemini ; 0.026382446289062500, 0.021072387695312500, 0.000961303710937500,  ,  1.247 
gemini ; 0.029403686523437500, 0.020370483398437500, 0.004302978515625000,  ,  1.394 
gemini ; 0.030609130859375000, 0.021057128906250000, 0.004211425781250000,  ,  1.092 
gemini ; 0.057678222656250000, 0.038757324218750000, 0.008438110351562500,  ,  1.446 
gemini ; 0.029739379882812500, 0.020339965820312500, 0.003845214843750000,  ,  1.418 
gemini ; 0.027481079101562500, 0.018600463867187500, 0.004089355468750000,  ,  1.17 
gemini ; 0.028945922851562500, 0.019302368164062500, 0.005050659179687500,  ,  0.908 
gemini ; 0.025482177734375000, 0.015975952148437500, 0.005355834960937500,  ,  0.806 
gemini ; 0.024398803710937500, 0.015701293945312500, 0.004470825195312500,  ,  0.79 
gemini ; 0.026107788085937500, 0.018585205078125000, 0.003112792968750000,  ,  0.967 
gemini ; 0.020370483398437500, 0.016235351562500000, 0.000625610351562500,  ,  0.792 
gemini ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.695 
gemini ; 0.021087646484375000, 0.016983032226562500, 0.000656127929687500,  ,  0.705 
gemini ; 0.020904541015625000, 0.016921997070312500, 0.000625610351562500,  ,  0.888 
gemini ; 0.028732299804687500, 0.020294189453125000, 0.003402709960937500,  ,  1.402 
gemini ; 0.058593750000000000, 0.042190551757812500, 0.006423950195312500,  ,  1.444 
gemini ; 0.027206420898437500, 0.022277832031250000, 0.000640869140625000,  ,  1.019 
gemini ; 0.028518676757812500, 0.020172119140625000, 0.003921508789062500,  ,  1.331 
gemini ; 0.030807495117187500, 0.020721435546875000, 0.004486083984375000,  ,  1.355 
gemini ; 0.059799194335937500, 0.040359497070312500, 0.008560180664062500,  ,  1.263 
gemini ; 0.025192260742187500, 0.016510009765625000, 0.003936767578125000,  ,  1.044 
gemini ; 0.027557373046875000, 0.018859863281250000, 0.003967285156250000,  ,  1.064 
gemini ; 0.025436401367187500, 0.015869140625000000, 0.005416870117187500,  ,  0.872 
gemini ; 0.025604248046875000, 0.016250610351562500, 0.005294799804687500,  ,  0.879 
gemini ; 0.027603149414062500, 0.018814086914062500, 0.004058837890625000,  ,  1.222 
gemini ; 0.022842407226562500, 0.016510009765625000, 0.002273559570312500,  ,  0.829 
gemini ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.775 
gemini ; 0.020492553710937500, 0.016372680664062500, 0.000640869140625000,  ,  0.719 
gemini ; 0.021774291992187500, 0.017547607421875000, 0.000656127929687500,  ,  0.859 
gemini ; 0.027435302734375000, 0.018737792968750000, 0.003768920898437500,  ,  1.326 
gemini ; 0.057113647460937500, 0.041427612304687500, 0.005950927734375000,  ,  1.416 
gemini ; 0.026916503906250000, 0.021926879882812500, 0.000671386718750000,  ,  1.293 
gemini ; 0.055496215820312500, 0.040451049804687500, 0.006164550781250000,  ,  1.569 
gemini ; 0.030014038085937500, 0.020294189453125000, 0.004119873046875000,  ,  1.44 
gemini ; 0.030746459960937500, 0.020736694335937500, 0.004440307617187500,  ,  1.397 
gemini ; 0.055206298828125000, 0.037261962890625000, 0.007995605468750000,  ,  1.124 
gemini ; 0.000000000000000000, 0.000000000000000000, 0.004638671875000000,  ,  0.923 
gemini ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.846 
gemini ; 0.025405883789062500, 0.016021728515625000, 0.005294799804687500,  ,  0.822 
gemini ; 0.026412963867187500, 0.017196655273437500, 0.004974365234375000,  ,  0.901 
gemini ; 0.027236938476562500, 0.018386840820312500, 0.004150390625000000,  ,  1.138 
gemini ; 0.022994995117187500, 0.018264770507812500, 0.000823974609375000,  ,  0.795 
gemini ; 0.019515991210937500, 0.015563964843750000, 0.000640869140625000,  ,  0.702 
gemini ; 0.021224975585937500, 0.017105102539062500, 0.000640869140625000,  ,  0.871 
gemini ; 0.028839111328125000, 0.020645141601562500, 0.003219604492187500,  ,  1.154 
gemini ; 0.029861450195312500, 0.020309448242187500, 0.004302978515625000,  ,  1.119 
gemini ; 0.028594970703125000, 0.021789550781250000, 0.002227783203125000,  ,  1.325 
gemini ; 0.055908203125000000, 0.042297363281250000, 0.004821777343750000,  ,  1.457 
gemini ; 0.028930664062500000, 0.019241333007812500, 0.004364013671875000,  ,  1.24 
gemini ; 0.030456542968750000, 0.020553588867187500, 0.004287719726562500,  ,  1.336 
gemini ; 0.058868408203125000, 0.040161132812500000, 0.008178710937500000,  ,  1.387 
gemini ; 0.024368286132812500, 0.015945434570312500, 0.004043579101562500,  ,  1.026 
gemini ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.861 
gemini ; 0.026077270507812500, 0.016433715820312500, 0.005462646484375000,  ,  0.899 
gemini ; 0.025726318359375000, 0.016372680664062500, 0.005294799804687500,  ,  0.856 
gemini ; 0.024597167968750000, 0.016250610351562500, 0.003967285156250000,  ,  0.827 
gemini ; 0.024322509765625000, 0.018035888671875000, 0.002151489257812500,  ,  0.968 
gemini ; 0.020782470703125000, 0.016586303710937500, 0.000640869140625000,  ,  0.76 
gemini ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.73 
gemini ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.903 
gemini ; 0.057083129882812500, 0.040115356445312500, 0.006912231445312500,  ,  1.172 
gemini ; 0.028884887695312500, 0.021347045898437500, 0.002838134765625000,  ,  1.318 
gemini ; 0.025238037109375000, 0.020523071289062500, 0.000625610351562500,  ,  1.329 
gemini ; 0.057357788085937500, 0.042266845703125000, 0.005950927734375000,  ,  1.391 
gemini ; 0.029067993164062500, 0.019470214843750000, 0.004119873046875000,  ,  1.518 
gemini ; 0.030776977539062500, 0.020874023437500000, 0.004409790039062500,  ,  1.272 
gemini ; 0.026016235351562500, 0.016952514648437500, 0.004028320312500000,  ,  1.12 
gemini ; 0.028305053710937500, 0.000000000000000000, 0.000000000000000000,  ,  0.906 
gemini ; 0.025253295898437500, 0.016433715820312500, 0.004501342773437500,  ,  0.853 
gemini ; 0.025115966796875000, 0.015731811523437500, 0.005294799804687500,  ,  0.805 
gemini ; 0.024749755859375000, 0.015808105468750000, 0.004898071289062500,  ,  0.873 
gemini ; 0.024505615234375000, 0.016098022460937500, 0.004028320312500000,  ,  0.833 
gemini ; 0.023437500000000000, 0.018508911132812500, 0.000930786132812500,  ,  1.072 
gemini ; 0.020523071289062500, 0.016357421875000000, 0.000640869140625000,  ,  0.85 
gemini ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.713 
gemini ; 0.020614624023437500, 0.016647338867187500, 0.000640869140625000,  ,  0.763 
gemini ; 0.024246215820312500, 0.019058227539062500, 0.001144409179687500,  ,  1.184 
gemini ; 0.060440063476562500, 0.041290283203125000, 0.008575439453125000,  ,  1.633 
gemini ; 0.025543212890625000, 0.020614624023437500, 0.000747680664062500,  ,  1.221 
gemini ; 0.059509277343750000, 0.041305541992187500, 0.008041381835937500,  ,  1.502 
gemini ; 0.027969360351562500, 0.018341064453125000, 0.004379272460937500,  ,  1.098 
gemini ; 0.024658203125000000, 0.015472412109375000, 0.004272460937500000,  ,  0.907 
gemini ; 0.027435302734375000, 0.018463134765625000, 0.003936767578125000,  ,  1.229 
gemini ; 0.027664184570312500, 0.018798828125000000, 0.004089355468750000,  ,  1.082 
gemini ; 0.028656005859375000, 0.018783569335937500, 0.005340576171875000,  ,  1.229 
gemini ; 0.028030395507812500, 0.018356323242187500, 0.005279541015625000,  ,  0.983 
gemini ; 0.053085327148437500, 0.037445068359375000, 0.006652832031250000,  ,  1.411 
gemini ; 0.022613525390625000, 0.018081665039062500, 0.000671386718750000,  ,  0.921 
gemini ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.754 
gemini ; 0.020172119140625000, 0.016189575195312500, 0.000656127929687500,  ,  0.717 
gemini ; 0.019592285156250000, 0.015640258789062500, 0.000656127929687500,  ,  0.856 
gemini ; 0.025360107421875000, 0.018325805664062500, 0.002548217773437500,  ,  1.284 
gemini ; 0.059494018554687500, 0.042053222656250000, 0.007232666015625000,  ,  1.546 
gemini ; 0.026840209960937500, 0.021896362304687500, 0.000671386718750000,  ,  1.31 
gemini ; 0.026901245117187500, 0.040435791015625000, 0.006271362304687500,  ,  1.499 
gemini ; 0.030471801757812500, 0.020690917968750000, 0.004150390625000000,  ,  1.549 
gemini ; 0.029937744140625000, 0.020263671875000000, 0.004302978515625000,  ,  1.381 
gemini ; 0.030593872070312500, 0.020843505859375000, 0.004165649414062500,  ,  1.04 
gemini ; 0.024887084960937500, 0.016464233398437500, 0.003890991210937500,  ,  0.847 
gemini ; 0.025039672851562500, 0.016296386718750000, 0.004501342773437500,  ,  0.786 
gemini ; 0.025985717773437500, 0.016281127929687500, 0.005554199218750000,  ,  0.769 
gemini ; 0.024414062500000000, 0.015487670898437500, 0.004852294921875000,  ,  0.793 
gemini ; 0.028305053710937500, 0.019592285156250000, 0.003936767578125000,  ,  1.051 
gemini ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.777 
gemini ; 0.021255493164062500, 0.016510009765625000, 0.001052856445312500,  ,  0.7 
gemini ; 0.019851684570312500, 0.015914916992187500, 0.000656127929687500,  ,  0.668 
gemini ; 0.022323608398437500, 0.018096923828125000, 0.000656127929687500,  ,  0.953 
gemini ; 0.027862548828125000, 0.018707275390625000, 0.004028320312500000,  ,  1.503 
gemini ; 0.058959960937500000, 0.043258666992187500, 0.005767822265625000,  ,  1.445 
gemini ; 0.027160644531250000, 0.020263671875000000, 0.002563476562500000,  ,  1.239 
gemini ; 0.030548095703125000, 0.020736694335937500, 0.004562377929687500,  ,  1.41 
gemini ; 0.028854370117187500, 0.019317626953125000, 0.004150390625000000,  ,  1.021 
gemini ; 0.026245117187500000, 0.016769409179687500, 0.004409790039062500,  ,  0.916 
gemini ; 0.051986694335937500, 0.034332275390625000, 0.008041381835937500,  ,  1.261 
gemini ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.898 
gemini ; 0.025955200195312500, 0.016738891601562500, 0.000000000000000000,  ,  0.89 
gemini ; 0.025405883789062500, 0.015823364257812500, 0.005477905273437500,  ,  0.855 
gemini ; 0.024581909179687500, 0.016052246093750000, 0.004364013671875000,  ,  0.841 
gemini ; 0.022857666015625000, 0.015701293945312500, 0.003128051757812500,  ,  0.807 
gemini ; 0.023284912109375000, 0.018814086914062500, 0.000640869140625000,  ,  0.972 
gemini ; 0.021652221679687500, 0.017318725585937500, 0.000656127929687500,  ,  0.883 
gemini ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.733 
gemini ; 0.022018432617187500, 0.017807006835937500, 0.000686645507812500,  ,  0.752 
gemini ; 0.019088745117187500, 0.015289306640625000, 0.000625610351562500,  ,  0.779 
gemini ; 0.025177001953125000, 0.041564941406250000, 0.002670288085937500,  ,  1.531 
gemini ; 0.027145385742187500, 0.021514892578125000, 0.001220703125000000,  ,  1.404 
gemini ; 0.030960083007812500, 0.020935058593750000, 0.004287719726562500,  ,  1.557 
gemini ; 0.057708740234375000, 0.039184570312500000, 0.004486083984375000,  ,  1.172 
gemini ; 0.025100708007812500, 0.015960693359375000, 0.004211425781250000,  ,  0.869 
